cont,status,order,Family,genus,species,logM,M,mass
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,theresa,2.05,112,0.112
SA,extant,Didelphimorphia,Didelphidae,Monodelphis,scalops,2.87,741,0.741
NA,extant,Didelphimorphia,Didelphidae,Philander,opossum,2.88,750,0.75
SA,extant,Didelphimorphia,Didelphidae,Philander,andersoni,2.51,325,0.325
SA,extant,Didelphimorphia,Didelphidae,Philander,opossum,2.62,421,0.421
SA,extant,Didelphimorphia,Didelphidae,Thylamys,pallidior,1.17,14.9,0.0149
SA,extant,Didelphimorphia,Didelphidae,Thylamys,macrura,1.32,20.7,0.0207
SA,extant,Didelphimorphia,Didelphidae,Thylamys,velutinus,1.32,20.7,0.0207
SA,extant,Didelphimorphia,Didelphidae,Thylamys,elegans,1.46,28.9,0.0289
SA,extant,Didelphimorphia,Didelphidae,Thylamys,pusilla,1.61,41,0.041
Insular,extant,Diprotodontia,Acrobatidae,Distoechurus,pennatus,1.64,44.1,0.0441
AUS,extant,Diprotodontia,Arcobatidae,Acrobates,pygmaeus,1.08,12,0.012
AUS,extant,Diprotodontia,Burramyidae,Burramys,parvus,1.62,41.5,0.0415
AUS,extant,Diprotodontia,Burramyidae,Cercartetus,lepidus,0.85,7,0.007
AUS,extant,Diprotodontia,Burramyidae,Cercartetus,concinnus,1.11,13,0.013
AUS,extant,Diprotodontia,Burramyidae,Cercartetus,nanus,1.38,24,0.024
AUS,extant,Diprotodontia,Burramyidae,Cercartetus,caudatus,1.48,30,0.03
Insular,extant,Diprotodontia,Burramyidae,Cercartetus,caudatus,1.3,20,0.02
AUS,extant,Diprotodontia,Macropodidae,Dendrolagus,lumholtzi,3.83,6750,6.75
AUS,extant,Diprotodontia,Macropodidae,Dendrolagus,bennettianus,4.04,10950,10.95
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,matschiei,3.84,6960,6.96
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,matschiei,3.84,6960,6.96
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,goodfellowi,3.9,8025,8.025
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,spp.,3.94,8750,8.75
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,spadix,3.96,9100,9.1
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,dorianus,3.98,9581,9.581
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,scottae,4.02,10375,10.375
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,inustus,4.1,12625,12.625
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,ursinus,4.12,13250,13.25
Insular,extant,Diprotodontia,Macropodidae,Dendrolagus,inustus,4.13,13437.5,13.4375
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,muelleri,3.7,5000,5
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,hageni,3.74,5500,5.5
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,atrata,3.77,5916.5,5.9165
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,atrata,3.77,5916.5,5.9165
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,muelleri,3.78,6000,6
Insular,extant,Diprotodontia,Macropodidae,Dorcopsis,luctuosa,3.8,6352,6.352
Insular,extant,Diprotodontia,Macropodidae,Dorcopsulus,vanheurni,3.26,1821.5,1.8215
Insular,extant,Diprotodontia,Macropodidae,Dorcopsulus,macleayi,3.48,2988,2.988
AUS,extant,Diprotodontia,Macropodidae,Lagorchestes,hirsutus,3.1,1265,1.265
AUS,extant,Diprotodontia,Macropodidae,Lagorchestes,conspicillatus,3.48,3050,3.05
AUS,extant,Diprotodontia,Macropodidae,Lagostrophus,fasciatus,3.23,1700,1.7
AUS,extant,Diprotodontia,Macropodidae,Macropus,parma,3.65,4500,4.5
AUS,extant,Diprotodontia,Macropodidae,Macropus,eugenii,3.81,6500,6.5
AUS,extant,Diprotodontia,Macropodidae,Macropus,irma,3.9,8000,8
AUS,extant,Diprotodontia,Macropodidae,Macropus,dorsalis,4.05,11250,11.25
AUS,extant,Diprotodontia,Macropodidae,Macropus,parryi,4.13,13500,13.5
AUS,extant,Diprotodontia,Macropodidae,Macropus,agilis,4.18,15000,15
AUS,extant,Diprotodontia,Macropodidae,Macropus,bernardus,4.23,17000,17
AUS,extant,Diprotodontia,Macropodidae,Macropus,rufogriseus,4.23,16850,16.85
AUS,extant,Diprotodontia,Macropodidae,Macropus,robustus,4.33,21262.5,21.2625
AUS,extant,Diprotodontia,Macropodidae,Macropus,fuliginosus,4.34,22000,22
AUS,extant,Diprotodontia,Macropodidae,Macropus,giganteus,4.41,25875,25.875
AUS,extant,Diprotodontia,Macropodidae,Macropus,antilopinus,4.44,27250,27.25
AUS,extant,Diprotodontia,Macropodidae,Macropus,rufus,4.67,46250,46.25
Insular,extant,Diprotodontia,Macropodidae,Macropus,agilis,4.18,15000,15
AUS,extant,Diprotodontia,Macropodidae,Onychogalea,fraenata,3.74,5500,5.5
AUS,extant,Diprotodontia,Macropodidae,Onychogalea,unguifera,3.82,6650,6.65
AUS,extant,Diprotodontia,Macropodidae,Petrogale,burbidgei,3.1,1258,1.258
AUS,extant,Diprotodontia,Macropodidae,Petrogale,concinna,3.15,1400,1.4
AUS,extant,Diprotodontia,Macropodidae,Petrogale,rothschildi,3.53,3400,3.4
AUS,extant,Diprotodontia,Macropodidae,Petrogale,brachyotis,3.61,4050,4.05
AUS,extant,Diprotodontia,Macropodidae,Petrogale,assimilis,3.65,4500,4.5
AUS,extant,Diprotodontia,Macropodidae,Petrogale,inornata,3.66,4600,4.6
AUS,extant,Diprotodontia,Macropodidae,Petrogale,lateralis,3.67,4625,4.625
AUS,extant,Diprotodontia,Macropodidae,Petrogale,godmani,3.68,4750,4.75
AUS,extant,Diprotodontia,Macropodidae,Petrogale,persephone,3.79,6200,6.2
AUS,extant,Diprotodontia,Macropodidae,Petrogale,penicillata,3.85,7100,7.1
AUS,extant,Diprotodontia,Macropodidae,Petrogale,xanthopus,3.93,8500,8.5
AUS,extant,Diprotodontia,Macropodidae,Setonix,brachyurus,3.51,3250,3.25
AUS,extant,Diprotodontia,Macropodidae,Thylogale,stigmatica,3.66,4600,4.6
AUS,extant,Diprotodontia,Macropodidae,Thylogale,thetis,3.73,5400,5.4
AUS,extant,Diprotodontia,Macropodidae,Thylogale,billardierii,3.74,5450,5.45
Insular,extant,Diprotodontia,Macropodidae,Thylogale,stigmatica,3.66,4600,4.6
Insular,extant,Diprotodontia,Macropodidae,Thylogale,browni,3.74,5478,5.478
AUS,extant,Diprotodontia,Macropodidae,Wallabia,bicolor,4.18,15000,15
AUS,extant,Diprotodontia,Petauridae,Dactylopsila,trivirgata,2.63,423,0.423
Insular,extant,Diprotodontia,Petauridae,Dactylopsila,tatei,2.4,252,0.252
Insular,extant,Diprotodontia,Petauridae,Dactylopsila,palpator,2.6,398,0.398
Insular,extant,Diprotodontia,Petauridae,Dactylopsila,trivirgata,2.61,404.1,0.4041
AUS,extant,Diprotodontia,Petauridae,Gymnobelideus,leadbeateri,2.1,127,0.127
AUS,extant,Diprotodontia,Petauridae,Petaurus,breviceps,2.11,127.5,0.1275
AUS,extant,Diprotodontia,Petauridae,Petaurus,norfolcensis,2.36,230,0.23
AUS,extant,Diprotodontia,Petauridae,Petaurus,gracilis,2.55,353,0.353
AUS,extant,Diprotodontia,Petauridae,Petaurus,australis,2.76,575,0.575
Insular,extant,Diprotodontia,Petauridae,Petaurus,breviceps,1.93,85.1,0.0851
Insular,extant,Diprotodontia,Petauridae,Petaurus,abidi,2.44,278,0.278
Insular,extant,Diprotodontia,Phalangeridae,Ailurops,ursinus,4,10000,10
Insular,extant,Diprotodontia,Phalangeridae,Ailurops,ursinus,4,10000,10
AUS,extant,Diprotodontia,Phalangeridae,Phalanger,orientalis,3.27,1850,1.85
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,rothschildi,3.14,1365,1.365
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,matanim,3.19,1550,1.55
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,lullulae,3.21,1632.5,1.6325
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,intercastellanus,3.24,1747.5,1.7475
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,ornatus,3.25,1787.5,1.7875
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,vestitus,3.27,1850,1.85
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,sericeus,3.3,2003,2.003
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,carmelitae,3.31,2047.5,2.0475
Insular,extant,Diprotodontia,Phalangeridae,Phalanger,orientalis,3.4,2487.5,2.4875
AUS,extant,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,3.81,6400,6.4
Insular,extant,Diprotodontia,Phalangeridae,Spilocuscus,maculatus,3.58,3813.5,3.8135
Insular,extant,Diprotodontia,Phalangeridae,Spilocuscus,rufoniger,3.78,6000,6
Insular,extant,Diprotodontia,Phalangeridae,Strigocuscus,gymnotis,3.43,2705,2.705
Insular,extant,Diprotodontia,Phalangeridae,Strigocuscus,gymnotis,3.43,2705,2.705
AUS,extant,Diprotodontia,Phalangeridae,Trichosurus,arnhemensis,3.11,1300,1.3
AUS,extant,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,3.42,2650,2.65
AUS,extant,Diprotodontia,Phalangeridae,Trichosurus,caninus,3.54,3500,3.5
Insular,extant,Diprotodontia,Phalangeridae,Trichosurus,arnhemensis,3.11,1300,1.3
AUS,extant,Diprotodontia,Phalangeridae,Wyulda,squamicaudata,3.22,1675,1.675
AUS,extant,Diprotodontia,Phascolarctidae,Phascolarctos,cinereus,4.01,10250,10.25
AUS,extant,Diprotodontia,Potoroidae,Aepyprymnus,rufescens,3.51,3250,3.25
AUS,extant,Diprotodontia,Potoroidae,Bettongia,penicillata,3.11,1300,1.3
AUS,extant,Diprotodontia,Potoroidae,Bettongia,lesueur,3.18,1500,1.5
AUS,extant,Diprotodontia,Potoroidae,Bettongia,gaimardi,3.22,1660,1.66
AUS,extant,Diprotodontia,Potoroidae,Hypsiprymnodon,moschatus,2.72,520,0.52
AUS,extant,Diprotodontia,Potoroidae,Potorous,tridactylus,3.04,1100,1.1
AUS,extant,Diprotodontia,Potoroidae,Potorous,longipes,3.28,1900,1.9
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,mayeri,2.18,151.8,0.1518
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,schlegeli,2.44,274.5,0.2745
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,canescens,2.48,300,0.3
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,canescens,2.48,300,0.3
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,caroli,2.64,440,0.44
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudocheirus,forbesi,2.81,649,0.649
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,albertisii,2.89,784.9,0.7849
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,albertisii,2.89,784.9,0.7849
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,corinnae,3.05,1123,1.123
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,coronatus,3.18,1500,1.5
Insular,extant,Diprotodontia,Pseudocheiridae,Pseudochirops,cupreus,3.24,1724.5,1.7245
AUS,extant,Diprotodontia,Psuedocheiridae,Hemibelideus,lemuroides,2.98,952.5,0.9525
AUS,extant,Diprotodontia,Psuedocheiridae,Petauroides,volans,3.11,1300,1.3
AUS,extant,Diprotodontia,Psuedocheiridae,Petropseudes,dahli,3.21,1640,1.64
AUS,extant,Diprotodontia,Psuedocheiridae,Pseudocheirus,peregrinus,2.95,900,0.9
AUS,extant,Diprotodontia,Psuedocheiridae,Pseudocheirus,herbertensis,3.05,1115,1.115
AUS,extant,Diprotodontia,Psuedocheiridae,Pseudochirops,archeri,3.04,1091.5,1.0915
AUS,extant,Diprotodontia,Tarsipedidae,Tarsipes,rostratus,0.95,9,0.009
AUS,extant,Diprotodontia,Vombatidae,Lasiorhinus,krefftii,3.46,2900,2.9
AUS,extant,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,4.41,25500,25.5
AUS,extant,Diprotodontia,Vombatidae,Vombatus,ursinus,4.41,26000,26
AF,extant,Hyracoidea,Procaviidae,Dendrohyrax,validus,3.39,2430,2.43
AF,extant,Hyracoidea,Procaviidae,Dendrohyrax,arboreus,3.47,2950,2.95
AF,extant,Hyracoidea,Procaviidae,Dendrohyrax,dorsalis,3.5,3175,3.175
AF,extant,Hyracoidea,Procaviidae,Heterohyrax,brucei,3.42,2625,2.625
AF,extant,Hyracoidea,Procaviidae,Procavia,capensis,3.48,3030,3.03
AF,extant,Insectivora,Chrysochloridae,Amblysomus,julianae,1.34,22,0.022
AF,extant,Insectivora,Chrysochloridae,Amblysomus,iris,1.64,44,0.044
AF,extant,Insectivora,Chrysochloridae,Amblysomus,hottentotus,1.83,67.9,0.0679
AF,extant,Insectivora,Chrysochloridae,Calcochloris,obtusirostris,1.38,24.1,0.0241
AF,extant,Insectivora,Chrysochloridae,Chlorotalpa,sclateri,1.62,42,0.042
AF,extant,Insectivora,Chrysochloridae,Chlorotalpa,arendsi,1.72,52.4,0.0524
AF,extant,Insectivora,Chrysochloridae,Chrysochloris,stuhlmanni,1.6,39.8,0.0398
AF,extant,Insectivora,Chrysochloridae,Chrysochloris,asiatica,1.69,49,0.049
AF,extant,Insectivora,Chrysochloridae,Chrysospalax,villosus,2.08,119.9,0.1199
AF,extant,Insectivora,Chrysochloridae,Chrysospalax,trevelyani,2.63,426.5,0.4265
AF,extant,Insectivora,Chrysochloridae,Eremitalpa,granti,1.42,26.1,0.0261
AF,extant,Insectivora,Erinaceidae,Atelerix,frontalis,2.49,309.5,0.3095
AF,extant,Insectivora,Erinaceidae,Atelerix,albiventris,2.78,600,0.6
AF,extant,Insectivora,Erinaceidae,Atelerix,algirus,3.1,1250,1.25
EA,extant,Insectivora,Erinaceidae,Echinosorex,gymnura,2.98,957,0.957
Insular,extant,Insectivora,Erinaceidae,Echinosorex,gymnura,2.98,957,0.957
EA,extant,Insectivora,Erinaceidae,Erinaceus,concolor,2.86,719,0.719
EA,extant,Insectivora,Erinaceidae,Erinaceus,europaeus,2.89,771,0.771
AF,extant,Insectivora,Erinaceidae,Hemiechinus,aethiopicus,2.27,188,0.188
AF,extant,Insectivora,Erinaceidae,Hemiechinus,hypomelas,2.33,213,0.213
EA,extant,Insectivora,Erinaceidae,Hemiechinus,micropus,2.23,171,0.171
EA,extant,Insectivora,Erinaceidae,Hemiechinus,auritus,2.53,342,0.342
EA,extant,Insectivora,Erinaceidae,Hylomys,suillus,1.81,64,0.064
Insular,extant,Insectivora,Erinaceidae,Hylomys,suillus,1.81,64,0.064
Insular,extant,Insectivora,Solenodontidae,Solenodon,cubanus,2.81,650,0.65
Insular,extant,Insectivora,Solenodontidae,Solenodon,paradoxus,2.95,900,0.9
EA,extant,Insectivora,Soricidae,Anourosorex,squamipes,1.3,20,0.02
NA,extant,Insectivora,Soricidae,Blarina,carolinensis,1.13,13.5,0.0135
NA,extant,Insectivora,Soricidae,Blarina,hylophaga,1.161368002,14.5,0.0145
NA,extant,Insectivora,Soricidae,Blarina,brevicauda,1.45,28,0.028
EA,extant,Insectivora,Soricidae,Blarinella,quadraticauda,1.1,12.5,0.0125
EA,extant,Insectivora,Soricidae,Chimarrogale,himalayica,1.57,37.5,0.0375
EA,extant,Insectivora,Soricidae,Chimarrogale,hantu,1.74,55,0.055
Insular,extant,Insectivora,Soricidae,Chimarrogale,platycephala,1.51,32,0.032
AF,extant,Insectivora,Soricidae,Crocidura,lusitania,0.3,2,0.002
AF,extant,Insectivora,Soricidae,Crocidura,planiceps,0.4,2.5,0.0025
AF,extant,Insectivora,Soricidae,Crocidura,bottegi,0.54,3.5,0.0035
AF,extant,Insectivora,Soricidae,Crocidura,douceti,0.63,4.3,0.0043
AF,extant,Insectivora,Soricidae,Crocidura,suaveolens,0.7,5,0.005
AF,extant,Insectivora,Soricidae,Crocidura,yankariensis,0.7,5,0.005
AF,extant,Insectivora,Soricidae,Crocidura,dolichura,0.74,5.5,0.0055
AF,extant,Insectivora,Soricidae,Crocidura,whitakeri,0.74,5.5,0.0055
AF,extant,Insectivora,Soricidae,Crocidura,fuscomurina,0.76,5.8,0.0058
AF,extant,Insectivora,Soricidae,Crocidura,maquassiensis,0.78,6,0.006
AF,extant,Insectivora,Soricidae,Crocidura,russula,0.81,6.4,0.0064
AF,extant,Insectivora,Soricidae,Crocidura,tarfayensis,0.81,6.5,0.0065
AF,extant,Insectivora,Soricidae,Crocidura,elgonius,0.81,6.5,0.0065
AF,extant,Insectivora,Soricidae,Crocidura,nanilla,0.81,6.5,0.0065
AF,extant,Insectivora,Soricidae,Crocidura,pasha,0.81,6.5,0.0065
AF,extant,Insectivora,Soricidae,Crocidura,gracilipes,0.83,6.7,0.0067
AF,extant,Insectivora,Soricidae,Crocidura,silacea,0.85,7,0.007
AF,extant,Insectivora,Soricidae,Crocidura,denti,0.85,7,0.007
AF,extant,Insectivora,Soricidae,Crocidura,jacksoni,0.85,7,0.007
AF,extant,Insectivora,Soricidae,Crocidura,religiosa,0.85,7,0.007
AF,extant,Insectivora,Soricidae,Crocidura,crossei,0.9,8,0.008
AF,extant,Insectivora,Soricidae,Crocidura,cyanea,0.96,9.1,0.0091
AF,extant,Insectivora,Soricidae,Crocidura,hildegardeae,0.98,9.5,0.0095
AF,extant,Insectivora,Soricidae,Crocidura,usambarae,0.99,9.7,0.0097
AF,extant,Insectivora,Soricidae,Crocidura,fulvastra,1,10,0.01
AF,extant,Insectivora,Soricidae,Crocidura,mariquensis,1.01,10.3,0.0103
AF,extant,Insectivora,Soricidae,Crocidura,somalica,1.06,11.5,0.0115
AF,extant,Insectivora,Soricidae,Crocidura,maurisca,1.15,14,0.014
AF,extant,Insectivora,Soricidae,Crocidura,luna,1.16,14.5,0.0145
AF,extant,Insectivora,Soricidae,Crocidura,montis,1.16,14.5,0.0145
AF,extant,Insectivora,Soricidae,Crocidura,raineyi,1.16,14.5,0.0145
AF,extant,Insectivora,Soricidae,Crocidura,turba,1.16,14.5,0.0145
AF,extant,Insectivora,Soricidae,Crocidura,zimmeri,1.16,14.5,0.0145
AF,extant,Insectivora,Soricidae,Crocidura,fumosa,1.16,14.5,0.0145
AF,extant,Insectivora,Soricidae,Crocidura,littoralis,1.2,16,0.016
AF,extant,Insectivora,Soricidae,Crocidura,monax,1.2,16,0.016
AF,extant,Insectivora,Soricidae,Crocidura,niobe,1.2,16,0.016
AF,extant,Insectivora,Soricidae,Crocidura,ultima,1.2,16,0.016
AF,extant,Insectivora,Soricidae,Crocidura,hirta,1.2,15.8,0.0158
AF,extant,Insectivora,Soricidae,Crocidura,poensis,1.22,16.7,0.0167
AF,extant,Insectivora,Soricidae,Crocidura,viaria,1.23,17,0.017
AF,extant,Insectivora,Soricidae,Crocidura,theresae,1.25,17.6,0.0176
AF,extant,Insectivora,Soricidae,Crocidura,longipes,1.29,19.3,0.0193
AF,extant,Insectivora,Soricidae,Crocidura,nigricans,1.3,20,0.02
AF,extant,Insectivora,Soricidae,Crocidura,foxi,1.32,21,0.021
AF,extant,Insectivora,Soricidae,Crocidura,grandiceps,1.36,23,0.023
AF,extant,Insectivora,Soricidae,Crocidura,nigeriae,1.36,23,0.023
AF,extant,Insectivora,Soricidae,Crocidura,wimmeri,1.37,23.5,0.0235
AF,extant,Insectivora,Soricidae,Crocidura,flavescens,1.45,28.5,0.0285
AF,extant,Insectivora,Soricidae,Crocidura,olivieri,1.71,50.8,0.0508
EA,extant,Insectivora,Soricidae,Crocidura,suaveolens,0.54,3.5,0.0035
EA,extant,Insectivora,Soricidae,Crocidura,suaveolens,0.86,7.3,0.0073
EA,extant,Insectivora,Soricidae,Crocidura,leucodon,0.99,9.8,0.0098
EA,extant,Insectivora,Soricidae,Crocidura,russula,1,10,0.01
EA,extant,Insectivora,Soricidae,Crocidura,fuliginosa,1.08,12,0.012
Insular,extant,Insectivora,Soricidae,Crocidura,canariensis,0.88,7.5,0.0075
Insular,extant,Insectivora,Soricidae,Crocidura,grayi,1.01,10.3,0.0103
Insular,extant,Insectivora,Soricidae,Crocidura,beatus,1.02,10.6,0.0106
NA,extant,Insectivora,Soricidae,Cryptotis,parva,0.7,5,0.005
NA,extant,Insectivora,Soricidae,Cryptotis,goodwini,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Cryptotis,magna,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Cryptotis,mexicana,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Cryptotis,nigrescens,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Cryptotis,goldmani,0.9,8,0.008
SA,extant,Insectivora,Soricidae,Cryptotis,nigrescens,1,9.9,0.0099
SA,extant,Insectivora,Soricidae,Cryptotis,avia,1.04,11,0.011
SA,extant,Insectivora,Soricidae,Cryptotis,squamipes,1.04,11,0.011
SA,extant,Insectivora,Soricidae,Cryptotis,montivaga,1.05,11.3,0.0113
SA,extant,Insectivora,Soricidae,Cryptotis,meridensis,1.08,12,0.012
SA,extant,Insectivora,Soricidae,Cryptotis,thomasi,1.1,12.6,0.0126
EA,extant,Insectivora,Soricidae,Diplomesodon,pulchellum,1.04,11,0.011
Insular,extant,Insectivora,Soricidae,Feroculus,feroculus,1.56,36,0.036
NA,extant,Insectivora,Soricidae,Megasorex,gigas,1.3,20,0.02
AF,extant,Insectivora,Soricidae,Myosorex,geata,0.97,9.4,0.0094
AF,extant,Insectivora,Soricidae,Myosorex,varius,1.06,11.4,0.0114
AF,extant,Insectivora,Soricidae,Myosorex,cafer,1.09,12.3,0.0123
EA,extant,Insectivora,Soricidae,Nectogale,elegans,1.51,32.5,0.0325
EA,extant,Insectivora,Soricidae,Neomys,fodiens,1.16,14.3,0.0143
EA,extant,Insectivora,Soricidae,Neomys,anomalus,1.2,16,0.016
NA,extant,Insectivora,Soricidae,Notiosorex,crawfordi,0.64,4.4,0.0044
AF,extant,Insectivora,Soricidae,Paracrocidura,schoutedeni,1.18,15,0.015
AF,extant,Insectivora,Soricidae,Ruwenzorisorex,suncoides,1.26,18.2,0.0182
AF,extant,Insectivora,Soricidae,Scutisorex,somereni,1.96,91.5,0.0915
EA,extant,Insectivora,Soricidae,Sorex,minutissimus,0.43,2.7,0.0027
EA,extant,Insectivora,Soricidae,Sorex,minutus,0.65,4.5,0.0045
EA,extant,Insectivora,Soricidae,Sorex,caecutiens,0.73,5.4,0.0054
EA,extant,Insectivora,Soricidae,Sorex,granarius,0.8,6.3,0.0063
EA,extant,Insectivora,Soricidae,Sorex,alpinus,0.89,7.8,0.0078
EA,extant,Insectivora,Soricidae,Sorex,samniticus,0.92,8.3,0.0083
EA,extant,Insectivora,Soricidae,Sorex,coronatus,0.98,9.6,0.0096
EA,extant,Insectivora,Soricidae,Sorex,araneus,1,10,0.01
EA,extant,Insectivora,Soricidae,Sorex,isodon,1.02,10.5,0.0105
Insular,extant,Insectivora,Soricidae,Sorex,minutissimus,0.37,2.4,0.0024
NA,extant,Insectivora,Soricidae,Sorex,arizonae,0.38,2.4,0.0024
NA,extant,Insectivora,Soricidae,Sorex,nanus,0.38,2.4,0.0024
NA,extant,Insectivora,Soricidae,Sorex,hoyi,0.41,2.6,0.0026
NA,extant,Insectivora,Soricidae,Sorex,gaspensis,0.46,2.9,0.0029
NA,extant,Insectivora,Soricidae,Sorex,preblei,0.49,3.1,0.0031
NA,extant,Insectivora,Soricidae,Sorex,longirostris,0.55,3.6,0.0036
NA,extant,Insectivora,Soricidae,Sorex,tenellus,0.57,3.7,0.0037
NA,extant,Insectivora,Soricidae,Sorex,trowbridgii,0.58,3.8,0.0038
NA,extant,Insectivora,Soricidae,Sorex,vagrans,0.65,4.4,0.0044
NA,extant,Insectivora,Soricidae,Sorex,cinereus,0.67,4.7,0.0047
NA,extant,Insectivora,Soricidae,Sorex,saussurei,0.67,4.6,0.0046
NA,extant,Insectivora,Soricidae,Sorex,dispar,0.7,5,0.005
NA,extant,Insectivora,Soricidae,Sorex,ornatus,0.7,5,0.005
NA,extant,Insectivora,Soricidae,Sorex,lyelli,0.7,5,0.005
NA,extant,Insectivora,Soricidae,Sorex,monticolus,0.72,5.3,0.0053
NA,extant,Insectivora,Soricidae,Sorex,merriami,0.77,5.9,0.0059
NA,extant,Insectivora,Soricidae,Sorex,pacificus,0.83,6.7,0.0067
NA,extant,Insectivora,Soricidae,Sorex,emarginatus,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Sorex,macrodon,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Sorex,milleri,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Sorex,oreopolus,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Sorex,sclateri,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Sorex,stizodon,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Sorex,ventralis,0.85,7,0.007
NA,extant,Insectivora,Soricidae,Sorex,veraepacis,0.88,7.5,0.0075
NA,extant,Insectivora,Soricidae,Sorex,fumeus,0.89,7.7,0.0077
NA,extant,Insectivora,Soricidae,Sorex,arcticus,0.91,8.2,0.0082
NA,extant,Insectivora,Soricidae,Sorex,bairdii,0.92,8.3,0.0083
NA,extant,Insectivora,Soricidae,Sorex,sonomae,0.92,8.3,0.0083
NA,extant,Insectivora,Soricidae,Sorex,palustris,1.13,13.4,0.0134
NA,extant,Insectivora,Soricidae,Sorex,alaskanus,1.15,14,0.014
NA,extant,Insectivora,Soricidae,Sorex,bendirii,1.21,16.1,0.0161
EA,extant,Insectivora,Soricidae,Soriculus,salenskii,0.74,5.5,0.0055
EA,extant,Insectivora,Soricidae,Soriculus,nigrescens,1.15,14,0.014
AF,extant,Insectivora,Soricidae,Suncus,etruscus,0.26,1.8,0.0018
AF,extant,Insectivora,Soricidae,Suncus,remyi,0.61,4,0.004
AF,extant,Insectivora,Soricidae,Suncus,infinitesimus,0.64,4.4,0.0044
AF,extant,Insectivora,Soricidae,Suncus,varilla,0.7,5,0.005
AF,extant,Insectivora,Soricidae,Suncus,lixus,0.9,8,0.008
AF,extant,Insectivora,Soricidae,Suncus,murinus,1.94,86.7,0.0867
EA,extant,Insectivora,Soricidae,Suncus,etruscus,0.37,2.4,0.0024
EA,extant,Insectivora,Soricidae,Suncus,malayanus,0.7,5,0.005
EA,extant,Insectivora,Soricidae,Suncus,murinus,1.83,68,0.068
Insular,extant,Insectivora,Soricidae,Suncus,madagascariensis,0.54,3.5,0.0035
Insular,extant,Insectivora,Soricidae,Suncus,madagascariensis,0.54,3.5,0.0035
Insular,extant,Insectivora,Soricidae,Suncus,murinus,1.6,40,0.04
Insular,extant,Insectivora,Soricidae,Suncus,murinus,1.73,53.7,0.0537
Insular,extant,Insectivora,Soricidae,Suncus,murinus,1.73,53.7,0.0537
AF,extant,Insectivora,Soricidae,Surdisorex,norae,0.95,9,0.009
AF,extant,Insectivora,Soricidae,Surdisorex,polulus,0.95,9,0.009
AF,extant,Insectivora,Soricidae,Sylvisorex,vulcanorum,0.54,3.5,0.0035
AF,extant,Insectivora,Soricidae,Sylvisorex,megalura,0.72,5.3,0.0053
AF,extant,Insectivora,Soricidae,Sylvisorex,lunaris,1.27,18.5,0.0185
NA,extant,Insectivora,Talpidae,Condylura,cristata,1.92,84,0.084
EA,extant,Insectivora,Talpidae,Desmana,moschata,2.58,383,0.383
EA,extant,Insectivora,Talpidae,Euroscaptor,micrura,1.78,60.5,0.0605
