cont,status,order,Family,genus,species,logM,M,mass
Insular,extant,Rodentia,Muridae,Hypogeomys,antimena,3.1,1250,1.25
Insular,extant,Rodentia,Muridae,Hypogeomys,antimena,3.1,1250,1.25
SA,extant,Rodentia,Muridae,Ichthyomys,hydrobates,1.82,66.4,0.0664
SA,extant,Rodentia,Muridae,Ichthyomys,pittieri,1.84,69.1,0.0691
SA,extant,Rodentia,Muridae,Ichthyomys,stolzmanni,1.93,84.7,0.0847
SA,extant,Rodentia,Muridae,Ichthyomys,tweedii,2.07,118.5,0.1185
SA,extant,Rodentia,Muridae,Irenomys,tarsalis,1.63,43.1,0.0431
NA,extant,Rodentia,Muridae,Isthmomys,pirrensis,2.14,138,0.138
SA,extant,Rodentia,Muridae,Isthmomys,pirrensis,2.14,138,0.138
SA,extant,Rodentia,Muridae,Juscelinomys,candango,1.99,97.3,0.0973
SA,extant,Rodentia,Muridae,Kunsia,tomentosus,2.06,115.6,0.1156
SA,extant,Rodentia,Muridae,Kunsia,fronto,2.23,168,0.168
AUS,extant,Rodentia,Muridae,Leggadina,lakedownensis,1.24,17.5,0.0175
AUS,extant,Rodentia,Muridae,Leggadina,forresti,1.3,20,0.02
NA,extant,Rodentia,Muridae,Lemmiscus,curtatus,1.45,28.3,0.0283
EA,extant,Rodentia,Muridae,Lemmus,lemmus,1.68,47.5,0.0475
NA,extant,Rodentia,Muridae,Lemmus,sibiricus,1.72,52.3,0.0523
AF,extant,Rodentia,Muridae,Lemniscomys,barbarus,1.42,26.2,0.0262
AF,extant,Rodentia,Muridae,Lemniscomys,macculus,1.42,26.5,0.0265
AF,extant,Rodentia,Muridae,Lemniscomys,striatus,1.55,35.8,0.0358
AF,extant,Rodentia,Muridae,Lemniscomys,rosalia,1.69,49.5,0.0495
AF,extant,Rodentia,Muridae,Lemniscomys,griselda,1.76,58,0.058
EA,extant,Rodentia,Muridae,Lenothrix,canus,2.08,120,0.12
Insular,extant,Rodentia,Muridae,Lenothrix,canus,2.18,150,0.15
SA,extant,Rodentia,Muridae,Lenoxus,apicalis,1.73,53.6,0.0536
EA,extant,Rodentia,Muridae,Leopoldamys,edwardsi,2.48,300,0.3
EA,extant,Rodentia,Muridae,Leopoldamys,sabanus,2.54,344,0.344
Insular,extant,Rodentia,Muridae,Leopoldamys,edwardsi,2.48,300,0.3
Insular,extant,Rodentia,Muridae,Leopoldamys,sabanus,2.59,391,0.391
AUS,extant,Rodentia,Muridae,Leporillus,conditor,2.54,350,0.35
Insular,extant,Rodentia,Muridae,Leptomys,ernstmayri,1.63,42.9,0.0429
Insular,extant,Rodentia,Muridae,Leptomys,elegans,1.93,84.8,0.0848
AF,extant,Rodentia,Muridae,Lophiomys,imhausi,2.88,755,0.755
AF,extant,Rodentia,Muridae,Lophuromys,melanonyx,1.01,10.2,0.0102
AF,extant,Rodentia,Muridae,Lophuromys,woosnami,1.62,42.2,0.0422
AF,extant,Rodentia,Muridae,Lophuromys,flavopunctatus,1.78,60,0.06
AF,extant,Rodentia,Muridae,Lophuromys,sikapusi,1.9,79.6,0.0796
Insular,extant,Rodentia,Muridae,Lorentzimys,nouhuysi,1.15,14.2,0.0142
Insular,extant,Rodentia,Muridae,Macrotarsomys,bastardi,1.4,25,0.025
Insular,extant,Rodentia,Muridae,Macrotarsomys,ingens,1.74,55,0.055
Insular,extant,Rodentia,Muridae,Macruromys,major,2.54,350,0.35
AF,extant,Rodentia,Muridae,Malacomys,edwardsi,1.84,69.9,0.0699
AF,extant,Rodentia,Muridae,Malacomys,longipes,1.98,95.6,0.0956
AF,extant,Rodentia,Muridae,Malacothrix,typica,1.13,13.4,0.0134
Insular,extant,Rodentia,Muridae,Mallomys,rothschildi,3.06,1157.5,1.1575
Insular,extant,Rodentia,Muridae,Mallomys,aroaensis,3.22,1664,1.664
Insular,extant,Rodentia,Muridae,Mallomys,istapantap,3.29,1950,1.95
Insular,extant,Rodentia,Muridae,Mallomys,gunung,3.3,2000,2
AF,extant,Rodentia,Muridae,Mastomys,coucha,1.64,43.5,0.0435
AF,extant,Rodentia,Muridae,Mastomys,shortridgei,1.67,46.5,0.0465
AF,extant,Rodentia,Muridae,Mastomys,erythroleucus,1.75,56.2,0.0562
AF,extant,Rodentia,Muridae,Mastomys,natalensis,1.78,60.3,0.0603
